S NO,NAME,Gender,LANGUAGE_10,ENGLISH_10,MATHS_10,SCIENCE_10,SOCIAL_STUDIES_10,LANGUAGE_12,ENGLISH_12,BUSINESS_MATHS_12,COMMERCE_12,ECONOMICS_12,ACCOUNTANCY_12,CertificationGained_MB,Olympiads Qualified,Technical Projects,STATUS,,,,,,,,,,,,STATUS_CB,STATUS_CA
428,"Mineff, Mr. Ivan",Male,40,75,97,71,63,56,50,87,59,48,83,Business Maths,1,3,,,,,,,,,,,,,,
429,"Lewy, Mr. Ervin G",Female,51,73,84,82,86,87,88,94,72,93,59,Accountancy,6,3,,,,,,,,,,,,,,
430,"Hanna, Mr. Mansour",Male,43,56,86,72,76,58,61,65,68,52,86,Business Maths,2,8,,,,,,,,,,,,,,
431,"Allison, Miss. Helen Loraine",Female,83,54,77,89,62,48,42,49,55,53,87,Accountancy,5,5,,,,,,,,,,,,,,
432,"Saalfeld, Mr. Adolphe",Male,48,66,83,83,70,68,87,50,64,92,55,Economics,2,3,,,,,,,,,,,,,,
433,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",Female,79,86,40,84,84,72,64,78,80,91,68,English,5,0,,,,,,,,,,,,,,
434,"Kelly, Miss. Anna Katherine ""Annie Kate""",Female,40,91,82,78,78,89,64,54,49,60,65,Economics,1,5,,,,,,,,,,,,,,
435,"McCoy, Mr. Bernard",Male,63,71,97,95,88,43,46,74,78,75,55,Accountancy,0,5,,,,,,,,,,,,,,
436,"Johnson, Mr. William Cahoone Jr",Male,60,71,97,97,75,73,74,95,56,73,54,Business Maths,1,3,,,,,,,,,,,,,,
437,"Keane, Miss. Nora A",Female,94,73,43,96,77,90,76,73,91,71,65,Accountancy,3,2,,,,,,,,,,,,,,
438,"Williams, Mr. Howard Hugh ""Harry""",Male,60,91,71,92,74,70,78,60,47,49,66,English,2,2,,,,,,,,,,,,,,
439,"Allison, Master. Hudson Trevor",Male,41,85,40,85,97,64,56,66,48,95,60,Economics,1,0,,,,,,,,,,,,,,
440,"Fleming, Miss. Margaret",Female,40,61,86,83,62,79,43,43,94,94,96,Economics,3,8,,,,,,,,,,,,,,
441,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",Female,93,50,75,93,65,46,53,75,56,79,80,Commerce,5,8,,,,,,,,,,,,,,
442,"Abelson, Mr. Samuel",Male,52,97,73,89,84,64,67,76,86,89,58,Business Maths,0,8,,,,,,,,,,,,,,
443,"Francatelli, Miss. Laura Mabel",Female,80,75,68,88,63,85,80,95,65,84,65,Economics,2,8,,,,,,,,,,,,,,
444,"Hays, Miss. Margaret Bechstein",Female,74,55,47,91,76,73,58,84,86,87,60,Accountancy,1,7,,,,,,,,,,,,,,
445,"Ryerson, Miss. Emily Borie",Female,95,51,89,91,95,46,56,59,70,65,63,English,4,1,,,,,,,,,,,,,,
446,"Lahtinen, Mrs. William (Anna Sylfven)",Female,46,50,43,77,76,50,42,69,54,92,69,Commerce,5,5,,,,,,,,,,,,,,
447,"Hendekovic, Mr. Ignjac",Male,57,74,90,87,86,69,60,63,81,64,71,Business Maths,3,7,,,,,,,,,,,,,,
448,"Hart, Mr. Benjamin",Male,62,69,43,72,75,51,40,73,56,94,63,Accountancy,4,6,,,,,,,,,,,,,,
449,"Nilsson, Miss. Helmina Josefina",Female,71,53,71,81,81,95,66,46,47,93,76,Commerce,2,4,,,,,,,,,,,,,,
450,"Kantor, Mrs. Sinai (Miriam Sternin)",Female,97,67,50,90,74,48,83,61,46,88,93,Accountancy,4,0,,,,,,,,,,,,,,
451,"Moraweck, Dr. Ernest",Male,62,50,73,77,93,59,89,89,63,68,49,Economics,1,6,,,,,,,,,,,,,,
452,"Wick, Miss. Mary Natalie",Female,66,79,85,83,64,60,49,75,83,60,81,English,4,2,,,,,,,,,,,,,,
453,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",Female,58,71,74,76,69,64,74,41,64,86,53,Commerce,1,6,,,,,,,,,,,,,,
454,"Dennis, Mr. Samuel",Male,95,66,59,82,68,68,71,63,91,95,95,Business Maths,1,8,,,,,,,,,,,,,,
455,"Danoff, Mr. Yoto",Male,89,59,65,73,93,71,47,47,81,58,73,Commerce,0,3,,,,,,,,,,,,,,
456,"Slayter, Miss. Hilda Mary",Female,46,81,72,99,68,80,79,49,68,74,89,Accountancy,1,2,,,,,,,,,,,,,,
457,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",Female,63,86,70,82,75,53,50,77,78,70,62,Economics,1,5,,,,,,,,,,,,,,
458,"Sage, Mr. George John Jr",Male,54,73,84,97,93,94,51,47,56,57,99,English,2,5,,,,,,,,,,,,,,
459,"Young, Miss. Marie Grice",Female,49,54,100,74,89,41,48,54,94,83,61,Accountancy,5,0,,,,,,,,,,,,,,
460,"Nysveen, Mr. Johan Hansen",Male,66,100,82,83,88,50,80,74,74,86,98,English,3,6,,,,,,,,,,,,,,
461,"Ball, Mrs. (Ada E Hall)",Female,40,52,72,78,80,77,45,54,75,51,61,Economics,4,8,,,,,,,,,,,,,,
462,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",Female,55,95,48,87,64,68,88,88,96,66,49,Accountancy,0,7,,,,,,,,,,,,,,
463,"Hippach, Miss. Jean Gertrude",Female,50,71,48,92,81,41,94,94,75,89,83,Business Maths,1,0,,,,,,,,,,,,,,
464,"McCoy, Miss. Agnes",Female,57,56,45,90,79,66,50,48,51,88,55,Commerce,6,7,,,,,,,,,,,,,,
465,"Partner, Mr. Austen",Male,54,80,44,74,69,48,79,74,74,54,57,Accountancy,0,6,,,,,,,,,,,,,,
466,"Graham, Mr. George Edward",Male,88,67,72,83,60,58,74,94,91,70,54,Economics,6,7,,,,,,,,,,,,,,
467,"Vander Planke, Mr. Leo Edmondus",Male,94,52,41,81,84,93,69,74,61,75,50,English,3,2,,,,,,,,,,,,,,
468,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",Female,60,74,63,86,96,76,77,61,78,93,72,Accountancy,5,3,,,,,,,,,,,,,,
469,"Denkoff, Mr. Mitto",Male,46,82,73,81,65,96,90,79,44,77,70,English,6,5,,,,,,,,,,,,,,
470,"Pears, Mr. Thomas Clinton",Male,61,83,40,98,70,58,49,42,72,92,75,Economics,0,4,,,,,,,,,,,,,,
471,"Burns, Miss. Elizabeth Margaret",Female,83,57,74,82,92,94,71,40,93,79,53,Accountancy,3,6,,,,,,,,,,,,,,
472,"Dahl, Mr. Karl Edwart",Male,53,82,52,94,81,51,64,47,46,74,96,Business Maths,1,1,,,,,,,,,,,,,,
473,"Blackwell, Mr. Stephen Weart",Male,62,95,75,93,86,78,78,76,77,83,83,Accountancy,0,3,,,,,,,,,,,,,,
474,"Navratil, Master. Edmond Roger",Male,75,82,57,78,63,63,49,85,86,84,51,Business Maths,5,3,,,,,,,,,,,,,,
475,"Fortune, Miss. Alice Elizabeth",Female,45,90,90,81,86,45,71,89,49,55,94,Accountancy,2,2,,,,,,,,,,,,,,
476,"Collander, Mr. Erik Gustaf",Male,46,95,61,78,91,81,93,40,56,50,91,Economics,6,8,,,,,,,,,,,,,,
477,"Sedgwick, Mr. Charles Frederick Waddington",Male,84,72,86,90,77,63,85,84,67,85,77,English,2,0,,,,,,,,,,,,,,
478,"Fox, Mr. Stanley Hubert",Male,96,72,40,71,96,66,94,53,59,85,48,Economics,0,2,,,,,,,,,,,,,,
479,"Brown, Miss. Amelia ""Mildred""",Female,63,98,83,79,81,55,89,93,97,59,79,Accountancy,1,6,,,,,,,,,,,,,,
480,"Smith, Miss. Marion Elsie",Female,68,87,74,79,68,74,65,45,76,54,87,Business Maths,6,5,,,,,,,,,,,,,,
481,"Davison, Mrs. Thomas Henry (Mary E Finck)",Female,50,100,100,98,78,75,66,75,70,93,48,Accountancy,2,5,,,,,,,,,,,,,,
482,"Coutts, Master. William Loch ""William""",Male,57,53,60,91,66,43,85,54,93,88,74,English,2,7,,,,,,,,,,,,,,
483,"Dimic, Mr. Jovan",Male,92,77,50,86,67,81,54,91,69,52,91,Economics,3,3,,,,,,,,,,,,,,
484,"Odahl, Mr. Nils Martin",Male,53,91,45,82,77,50,66,77,60,50,48,Economics,0,7,,,,,,,,,,,,,,
485,"Williams-Lambert, Mr. Fletcher Fellows",Male,74,100,98,85,90,43,62,56,70,62,80,Commerce,1,4,,,,,,,,,,,,,,
486,"Elias, Mr. Tannous",Male,66,50,42,82,76,77,41,55,61,74,66,Business Maths,5,7,,,,,,,,,,,,,,
487,"Arnold-Franchi, Mr. Josef",Male,81,98,54,71,86,69,80,69,90,91,72,Economics,0,0,,,,,,,,,,,,,,
488,"Yousif, Mr. Wazli",Male,45,92,72,93,89,81,80,91,72,60,93,Accountancy,5,1,,,,,,,,,,,,,,
489,"Vanden Steen, Mr. Leo Peter",Male,97,69,95,87,89,40,93,86,76,53,72,English,0,4,,,,,,,,,,,,,,
490,"Bowerman, Miss. Elsie Edith",Female,81,78,89,77,91,52,90,60,62,97,74,Commerce,0,7,,,,,,,,,,,,,,
491,"Funk, Miss. Annie Clemmer",Female,82,77,68,94,62,63,84,76,45,62,85,Business Maths,4,0,,,,,,,,,,,,,,
492,"McGovern, Miss. Mary",Female,61,99,55,99,64,71,52,82,66,59,48,Accountancy,4,8,,,,,,,,,,,,,,
493,"Mockler, Miss. Helen Mary ""Ellie""",Female,77,100,93,76,97,81,46,62,80,79,81,Commerce,5,3,,,,,,,,,,,,,,
494,"Skoog, Mr. Wilhelm",Male,98,77,95,83,92,58,55,87,73,84,92,Accountancy,1,1,,,,,,,,,,,,,,
495,"del Carlo, Mr. Sebastiano",Male,77,58,54,92,72,40,84,40,49,71,85,Economics,6,4,,,,,,,,,,,,,,
496,"Barbara, Mrs. (Catherine David)",Female,89,82,90,85,68,84,40,81,53,92,65,English,1,8,,,,,,,,,,,,,,
497,"Asim, Mr. Adola",Male,58,80,71,90,73,72,59,41,97,77,70,Commerce,2,2,,,,,,,,,,,,,,
498,"O'Brien, Mr. Thomas",Male,91,71,46,92,73,47,53,54,60,83,52,Business Maths,6,6,,,,,,,,,,,,,,
499,"Adahl, Mr. Mauritz Nils Martin",Male,54,61,48,96,62,90,88,53,65,99,54,Commerce,4,6,,,,,,,,,,,,,,
500,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",Female,61,94,84,81,93,64,49,62,78,58,83,Accountancy,0,3,,,,,,,,,,,,,,
501,"Moussa, Mrs. (Mantoura Boulos)",Female,40,74,82,100,93,81,81,76,68,69,96,Economics,5,1,,,,,,,,,,,,,,
502,"Jermyn, Miss. Annie",Female,89,60,79,70,92,78,42,59,45,75,54,English,2,5,,,,,,,,,,,,,,
503,"Aubart, Mme. Leontine Pauline",Female,82,83,47,87,61,54,59,65,52,61,98,Accountancy,0,0,,,,,,,,,,,,,,
504,"Harder, Mr. George Achilles",Male,40,73,47,89,97,51,70,63,65,70,51,English,6,4,,,,,,,,,,,,,,
505,"Wiklund, Mr. Jakob Alfred",Male,45,67,64,90,95,46,82,70,84,78,72,Economics,2,5,,,,,,,,,,,,,,
506,"Beavan, Mr. William Thomas",Male,62,69,84,81,97,93,60,40,49,46,97,Accountancy,0,8,,,,,,,,,,,,,,
507,"Ringhini, Mr. Sante",Male,75,57,87,85,84,47,51,56,82,95,53,Business Maths,5,8,,,,,,,,,,,,,,
508,"Palsson, Miss. Stina Viola",Female,80,81,76,88,92,54,60,67,69,76,91,Commerce,1,2,,,,,,,,,,,,,,
509,"Meyer, Mrs. Edgar Joseph (Leila Saks)",Female,85,66,89,81,89,68,68,66,81,66,80,Accountancy,1,2,,,,,,,,,,,,,,
510,"Landergren, Miss. Aurora Adelia",Female,48,57,80,84,71,81,43,40,51,50,52,Economics,1,5,,,,,,,,,,,,,,
511,"Widener, Mr. Harry Elkins",Male,66,50,85,75,85,47,62,74,54,63,71,English,4,4,,,,,,,,,,,,,,
512,"Betros, Mr. Tannous",Male,56,81,91,74,80,92,87,58,46,97,52,Accountancy,4,0,,,,,,,,,,,,,,
513,"Gustafsson, Mr. Karl Gideon",Male,61,50,93,72,80,56,89,65,91,59,93,English,2,3,,,,,,,,,,,,,,
514,"Bidois, Miss. Rosalie",Female,91,58,61,82,73,49,73,86,82,48,54,Economics,4,1,,,,,,,,,,,,,,
515,"Nakid, Miss. Maria (""Mary"")",Female,55,57,80,73,89,43,86,49,90,48,93,Accountancy,1,2,,,,,,,,,,,,,,
516,"Tikkanen, Mr. Juho",Male,83,86,99,95,99,95,43,85,62,98,87,Business Maths,3,6,,,,,,,,,,,,,,
517,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",Female,62,95,77,85,76,68,45,76,51,78,55,Accountancy,3,4,,,,,,,,,,,,,,
518,"Plotcharsky, Mr. Vasil",Male,64,79,86,94,82,94,55,75,95,65,88,Business Maths,6,8,,,,,,,,,,,,,,
519,"Davies, Mr. Charles Henry",Male,71,73,54,94,91,97,79,62,90,67,96,Accountancy,3,1,,,,,,,,,,,,,,
520,"Goodwin, Master. Sidney Leonard",Male,85,72,56,98,93,80,65,50,75,47,93,Economics,5,4,,,,,,,,,,,,,,
521,"Buss, Miss. Kate",Female,44,64,46,94,62,69,65,85,95,85,80,English,2,3,,,,,,,,,,,,,,
522,"Sadlier, Mr. Matthew",Female,48,94,85,80,98,46,80,56,95,97,84,Economics,1,3,,,,,,,,,,,,,,
523,"Lehmann, Miss. Bertha",Female,67,99,46,82,95,68,86,73,45,61,49,Accountancy,1,1,,,,,,,,,,,,,,
524,"Carter, Mr. William Ernest",Male,46,87,64,88,88,47,42,57,72,90,55,Business Maths,3,4,,,,,,,,,,,,,,
525,"Jansson, Mr. Carl Olof",Male,75,57,47,96,94,40,75,76,46,54,80,Accountancy,4,0,,,,,,,,,,,,,,
526,"Gustafsson, Mr. Johan Birger",Male,73,95,80,74,100,90,48,91,91,72,65,English,3,5,,,,,,,,,,,,,,
527,"Newell, Miss. Marjorie",Female,61,85,67,77,62,80,56,63,57,93,89,Economics,0,0,,,,,,,,,,,,,,
528,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",Female,98,87,97,71,75,78,61,87,56,95,65,Economics,5,3,,,,,,,,,,,,,,
529,"Johansson, Mr. Erik",Male,93,70,73,77,67,76,70,50,58,89,78,Commerce,5,5,,,,,,,,,,,,,,
530,"Olsson, Miss. Elina",Female,41,62,75,97,89,82,82,87,53,69,48,Business Maths,6,5,,,,,,,,,,,,,,
531,"McKane, Mr. Peter David",Male,72,78,72,90,73,79,97,89,69,80,50,Economics,5,1,,,,,,,,,,,,,,
532,"Pain, Dr. Alfred",Male,55,55,59,72,92,77,52,85,49,82,80,Accountancy,3,1,,,,,,,,,,,,,,
533,"Trout, Mrs. William H (Jessie L)",Female,58,51,47,91,65,80,60,73,76,53,53,English,5,2,,,,,,,,,,,,,,
534,"Niskanen, Mr. Juha",Male,61,96,84,81,74,52,55,94,65,75,67,Commerce,1,7,,,,,,,,,,,,,,
535,"Adams, Mr. John",Male,61,52,85,78,66,42,43,49,50,53,50,Business Maths,4,7,,,,,,,,,,,,,,
536,"Jussila, Miss. Mari Aina",Female,57,85,99,82,97,40,89,45,61,73,53,Accountancy,3,8,,,,,,,,,,,,,,
537,"Hakkarainen, Mr. Pekka Pietari",Male,67,85,95,86,99,64,76,63,85,59,73,Commerce,2,4,,,,,,,,,,,,,,
538,"Oreskovic, Miss. Marija",Female,69,61,43,71,87,41,83,52,86,84,85,Accountancy,5,4,,,,,,,,,,,,,,
539,"Gale, Mr. Shadrach",Male,78,95,70,88,90,53,94,49,74,83,59,Economics,2,6,,,,,,,,,,,,,,
540,"Widegren, Mr. Carl/Charles Peter",Male,52,91,77,72,100,80,82,66,93,97,96,English,2,8,,,,,,,,,,,,,,
541,"Richards, Master. William Rowe",Male,89,100,47,92,99,44,50,66,77,76,65,Commerce,4,4,,,,,,,,,,,,,,
542,"Birkeland, Mr. Hans Martin Monsen",Male,87,66,42,86,67,77,56,41,50,52,88,Business Maths,0,7,,,,,,,,,,,,,,
543,"Lefebre, Miss. Ida",Female,55,75,92,91,77,58,44,92,61,77,97,Commerce,6,8,,,,,,,,,,,,,,
544,"Sdycoff, Mr. Todor",Male,92,64,52,90,68,62,92,83,64,87,76,Accountancy,2,1,,,,,,,,,,,,,,
545,"Hart, Mr. Henry",Male,63,75,42,94,68,89,40,87,46,84,48,Economics,4,8,,,,,,,,,,,,,,
546,"Minahan, Miss. Daisy E",Female,73,65,55,91,86,55,67,50,68,50,60,English,1,6,,,,,,,,,,,,,,
547,"Cunningham, Mr. Alfred Fleming",Male,84,64,45,79,74,69,48,86,52,89,55,Accountancy,2,2,,,,,,,,,,,,,,
548,"Sundman, Mr. Johan Julian",Male,92,70,47,82,78,75,82,61,90,84,91,English,4,4,,,,,,,,,,,,,,
549,"Meek, Mrs. Thomas (Annie Louise Rowley)",Female,94,88,44,93,97,82,43,55,93,76,88,Economics,5,3,,,,,,,,,,,,,,
550,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",Female,45,69,62,95,96,72,85,74,84,74,47,Accountancy,0,2,,,,,,,,,,,,,,
551,"Silven, Miss. Lyyli Karoliina",Female,64,79,44,100,94,76,56,64,58,58,91,Business Maths,2,1,,,,,,,,,,,,,,
552,"Matthews, Mr. William John",Male,73,89,57,83,70,92,47,65,80,58,81,Commerce,5,1,,,,,,,,,,,,,,
553,"Van Impe, Miss. Catharina",Female,41,94,66,100,74,46,90,42,50,49,84,Accountancy,2,4,,,,,,,,,,,,,,
554,"Gheorgheff, Mr. Stanio",Male,88,55,61,93,85,56,69,68,85,74,60,Economics,0,6,,,,,,,,,,,,,,
555,"Charters, Mr. David",Male,42,83,57,72,82,84,50,46,86,93,76,English,2,0,,,,,,,,,,,,,,
556,"Zimmerman, Mr. Leo",Male,97,64,90,75,64,76,94,54,60,89,77,Accountancy,5,1,,,,,,,,,,,,,,
557,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",Female,55,100,89,89,98,71,51,91,44,95,98,English,1,8,,,,,,,,,,,,,,
558,"Rosblom, Mr. Viktor Richard",Male,58,67,40,92,71,43,94,71,91,71,67,Economics,3,3,,,,,,,,,,,,,,
559,"Wiseman, Mr. Phillippe",Male,48,81,75,100,91,58,45,71,81,50,87,Accountancy,2,6,,,,,,,,,,,,,,
560,"Clarke, Mrs. Charles V (Ada Maria Winfield)",Female,63,95,88,89,78,61,53,91,79,61,53,Business Maths,5,5,,,,,,,,,,,,,,
561,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",Female,80,96,73,92,82,54,64,85,73,73,72,Accountancy,1,7,,,,,,,,,,,,,,
562,"Flynn, Mr. James",Male,92,85,41,79,69,84,51,64,48,52,60,Business Maths,6,8,,,,,,,,,,,,,,
563,"Pickard, Mr. Berk (Berk Trembisky)",Male,96,95,72,81,73,53,81,83,51,86,53,Accountancy,2,2,,,,,,,,,,,,,,
564,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",Male,87,69,81,72,70,94,69,49,68,63,71,Economics,6,3,,,,,,,,,,,,,,
565,"Thorneycroft, Mrs. Percival (Florence Kate White)",Female,82,95,48,85,74,97,87,92,49,84,96,English,2,0,,,,,,,,,,,,,,
566,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",Female,63,79,45,83,76,60,56,72,45,73,71,Economics,6,0,,,,,,,,,,,,,,
567,"Kallio, Mr. Nikolai Erland",Male,40,53,91,82,69,46,43,50,83,63,75,Accountancy,0,1,,,,,,,,,,,,,,
568,"Silvey, Mr. William Baird",Male,79,56,80,83,78,95,73,68,54,95,57,Business Maths,3,6,,,,,,,,,,,,,,
569,"Carter, Miss. Lucile Polk",Female,80,81,56,99,84,81,68,65,58,96,82,Accountancy,5,4,,,,,,,,,,,,,,
570,"Ford, Miss. Doolina Margaret ""Daisy""",Female,62,75,73,96,85,82,74,63,54,89,82,English,3,0,,,,,,,,,,,,,,
571,"Richards, Mrs. Sidney (Emily Hocking)",Female,76,75,93,73,84,56,66,48,70,70,62,Economics,4,1,,,,,,,,,,,,,,
572,"Fortune, Mr. Mark",Male,61,65,76,89,67,75,58,63,67,63,81,Economics,3,3,,,,,,,,,,,,,,
573,"Kvillner, Mr. Johan Henrik Johannesson",Male,61,74,96,85,87,52,71,66,76,59,78,Commerce,5,0,,,,,,,,,,,,,,
574,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",Female,90,95,68,76,79,80,75,47,77,72,90,Business Maths,6,7,,,,,,,,,,,,,,
575,"Hampe, Mr. Leon",Male,58,93,66,95,72,76,70,59,47,55,61,Economics,6,3,,,,,,,,,,,,,,
576,"Petterson, Mr. Johan Emil",Male,80,60,87,73,64,88,97,65,93,53,58,Accountancy,4,0,,,,,,,,,,,,,,
577,"Reynaldo, Ms. Encarnacion",Female,92,87,72,83,98,77,40,85,90,49,96,English,6,4,,,,,,,,,,,,,,
578,"Johannesen-Bratthammer, Mr. Bernt",Male,77,100,83,80,73,74,80,84,56,50,55,Commerce,1,6,,,,,,,,,,,,,,
579,"Dodge, Master. Washington",Male,72,94,45,83,86,85,94,56,57,47,80,Business Maths,5,3,,,,,,,,,,,,,,
580,"Mellinger, Miss. Madeleine Violet",Female,45,75,94,85,70,67,81,84,51,70,50,Accountancy,6,8,,,,,,,,,,,,,,
581,"Seward, Mr. Frederic Kimber",Male,72,77,92,70,64,62,62,68,89,98,73,Commerce,2,3,,,,,,,,,,,,,,
582,"Baclini, Miss. Marie Catherine",Female,67,76,44,98,67,80,42,68,50,70,51,Accountancy,4,8,,,,,,,,,,,,,,
583,"Peuchen, Major. Arthur Godfrey",Male,76,99,66,92,60,75,58,92,62,68,52,Economics,6,7,,,,,,,,,,,,,,
584,"West, Mr. Edwy Arthur",Male,46,79,47,70,97,95,41,42,91,72,55,English,1,5,,,,,,,,,,,,,,
585,"Hagland, Mr. Ingvald Olai Olsen",Male,86,84,73,88,73,79,54,46,54,48,93,Commerce,2,3,,,,,,,,,,,,,,
586,"Foreman, Mr. Benjamin Laventall",Male,83,98,57,77,88,86,95,66,66,82,86,Business Maths,3,6,,,,,,,,,,,,,,
587,"Goldenberg, Mr. Samuel L",Male,57,54,48,89,65,76,77,77,60,47,81,Commerce,6,0,,,,,,,,,,,,,,
588,"Peduzzi, Mr. Joseph",Male,65,84,70,85,60,42,97,47,57,46,71,Accountancy,2,6,,,,,,,,,,,,,,
589,"Jalsevac, Mr. Ivan",Male,49,96,93,94,91,83,97,69,91,94,49,Economics,5,4,,,,,,,,,,,,,,
590,"Millet, Mr. Francis Davis",Male,62,83,95,97,74,90,74,91,87,56,93,English,6,6,,,,,,,,,,,,,,
591,"Kenyon, Mrs. Frederick R (Marion)",Female,72,61,58,79,88,80,73,52,60,82,71,Accountancy,1,6,,,,,,,,,,,,,,
592,"Toomey, Miss. Ellen",Female,87,55,52,81,71,60,50,50,54,99,77,English,3,8,,,,,,,,,,,,,,
593,"O'Connor, Mr. Maurice",Male,96,88,80,79,67,97,94,63,49,65,65,Economics,0,0,,,,,,,,,,,,,,
594,"Anderson, Mr. Harry",Male,77,64,78,90,78,76,58,95,81,62,95,Accountancy,3,4,,,,,,,,,,,,,,
595,"Morley, Mr. William",Male,45,64,66,87,71,51,86,74,43,70,84,Business Maths,4,6,,,,,,,,,,,,,,
596,"Gee, Mr. Arthur H",Male,56,60,90,92,67,87,82,52,97,70,76,Commerce,1,0,,,,,,,,,,,,,,
597,"Milling, Mr. Jacob Christian",Male,83,92,78,90,81,57,88,74,59,72,78,Accountancy,1,3,,,,,,,,,,,,,,
598,"Maisner, Mr. Simon",Male,40,79,60,96,94,51,89,68,59,68,70,Economics,6,7,,,,,,,,,,,,,,
599,"Goncalves, Mr. Manuel Estanslas",Male,89,52,92,72,80,93,91,71,68,82,80,English,5,7,,,,,,,,,,,,,,
600,"Campbell, Mr. William",Male,63,94,48,81,65,94,79,82,92,76,92,Accountancy,1,8,,,,,,,,,,,,,,
601,"Smart, Mr. John Montgomery",Male,98,54,43,72,61,54,79,62,76,92,80,English,3,0,,,,,,,,,,,,,,
602,"Scanlan, Mr. James",Male,71,84,51,75,83,63,51,68,66,83,74,Economics,6,6,,,,,,,,,,,,,,
603,"Baclini, Miss. Helene Barbara",Female,69,88,84,91,72,40,44,43,43,48,76,Accountancy,4,0,,,,,,,,,,,,,,
604,"Keefe, Mr. Arthur",Male,63,66,64,77,63,77,95,92,55,81,76,Business Maths,2,5,,,,,,,,,,,,,,
605,"Cacic, Mr. Luka",Male,65,73,60,80,81,53,47,89,46,96,51,Accountancy,4,8,,,,,,,,,,,,,,
606,"West, Mrs. Edwy Arthur (Ada Mary Worth)",Female,41,66,63,88,75,94,78,57,48,68,60,Business Maths,0,7,,,,,,,,,,,,,,
607,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",Female,70,63,71,80,72,97,89,69,60,70,98,Accountancy,4,3,,,,,,,,,,,,,,
608,"Strandberg, Miss. Ida Sofia",Female,69,99,88,95,78,70,94,66,94,54,69,Economics,1,5,,,,,,,,,,,,,,
609,"Clifford, Mr. George Quincy",Male,59,62,57,81,95,61,71,94,56,70,77,English,2,2,,,,,,,,,,,,,,
610,"Renouf, Mr. Peter Henry",Male,87,78,79,70,97,56,53,44,78,58,92,Economics,6,3,,,,,,,,,,,,,,
611,"Braund, Mr. Lewis Richard",Male,85,97,41,78,95,69,52,81,89,80,75,Accountancy,5,4,,,,,,,,,,,,,,
612,"Karlsson, Mr. Nils August",Male,90,60,73,76,60,66,93,73,46,93,91,Business Maths,1,6,,,,,,,,,,,,,,
613,"Hirvonen, Miss. Hildur E",Female,48,70,90,99,89,80,54,51,80,99,72,Accountancy,6,7,,,,,,,,,,,,,,
614,"Goodwin, Master. Harold Victor",Male,84,58,89,70,96,82,96,71,67,77,83,English,2,8,,,,,,,,,,,,,,
615,"Frost, Mr. Anthony Wood ""Archie""",Male,53,56,87,73,81,45,71,58,94,65,96,Economics,1,6,,,,,,,,,,,,,,
616,"Rouse, Mr. Richard Henry",Male,68,80,88,87,98,76,48,83,94,88,64,Economics,3,0,,,,,,,,,,,,,,
617,"Turkula, Mrs. (Hedwig)",Female,77,92,52,88,87,92,74,48,82,54,58,Commerce,2,7,,,,,,,,,,,,,,
618,"Bishop, Mr. Dickinson H",Male,75,59,58,90,61,54,41,51,69,63,66,Business Maths,0,7,,,,,,,,,,,,,,
619,"Lefebre, Miss. Jeannie",Female,86,73,60,70,63,74,87,74,60,68,55,Economics,3,2,,,,,,,,,,,,,,
620,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",Female,86,84,72,73,82,62,45,92,48,87,98,Accountancy,6,7,,,,,,,,,,,,,,
621,"Kent, Mr. Edward Austin",Male,88,70,89,70,91,97,71,95,78,68,87,English,0,2,,,,,,,,,,,,,,
622,"Somerton, Mr. Francis William",Male,52,87,86,96,88,93,71,51,91,77,51,Commerce,4,7,,,,,,,,,,,,,,
623,"Coutts, Master. Eden Leslie ""Neville""",Male,84,64,48,92,70,92,56,58,55,53,66,Business Maths,6,8,,,,,,,,,,,,,,
624,"Hagland, Mr. Konrad Mathias Reiersen",Male,69,99,43,95,91,41,43,85,92,60,61,Accountancy,5,3,,,,,,,,,,,,,,
625,"Windelov, Mr. Einar",Male,75,65,77,82,83,62,45,45,69,59,66,Commerce,6,5,,,,,,,,,,,,,,
626,"Molson, Mr. Harry Markland",Male,57,88,43,76,71,70,97,63,72,75,94,Accountancy,0,3,,,,,,,,,,,,,,
627,"Artagaveytia, Mr. Ramon",Male,75,61,75,99,78,85,70,92,95,68,64,Economics,5,0,,,,,,,,,,,,,,
